1001,1
1003,1
1005,1
1007,1
1009,1
1011,1
1013,1
1015,1
1017,1
1019,1
1021,1
1023,1
1025,1
1027,1
1029,1
1031,1
1033,1
1035,1
1037,1
1039,1
1041,1
1043,1
1045,1
1047,1
1049,1
1051,1
1053,1
1055,1
1057,1
1059,1
1061,1
1063,1
1065,1
1067,1
1069,1
1071,1
1073,1
1075,1
1077,1
1079,1
1081,1
1083,1
1085,1
1087,1
1089,1
1091,1
1093,1
1095,1
1097,1
1099,1
1101,1
1103,1
1105,1
1107,1
1109,1
1111,1
1113,1
1115,1
1117,1
1119,1
1121,1
1123,1
1125,1
1127,1
1129,1
1131,1
1133,1
4001,2
4003,2
4005,2
4007,2
4009,2
4011,2
4012,2
4013,2
4015,2
4017,2
4019,2
4021,2
4023,2
4025,2
4027,2
5001,3
5003,3
5005,3
5007,3
5009,3
5011,3
5013,3
5015,3
5017,3
5019,3
5021,3
5023,3
5025,3
5027,3
5029,3
5031,3
5033,3
5035,3
5037,3
5039,3
5041,3
5043,3
5045,3
5047,3
5049,3
5051,3
5053,3
5055,3
5057,3
5059,3
5061,3
5063,3
5065,3
5067,3
5069,3
5071,3
5073,3
5075,3
5077,3
5079,3
5081,3
5083,3
5085,3
5087,3
5089,3
5091,3
5093,3
5095,3
5097,3
5099,3
5101,3
5103,3
5105,3
5107,3
5109,3
5111,3
5113,3
5115,3
5117,3
5119,3
5121,3
5123,3
5125,3
5127,3
5129,3
5131,3
5133,3
5135,3
5137,3
5139,3
5141,3
5143,3
5145,3
5147,3
5149,3
6001,4
6003,4
6005,4
6007,4
6009,4
6011,4
6013,4
6015,4
6017,4
6019,4
6021,4
6023,4
6025,4
6027,4
6029,4
6031,4
6033,4
6035,4
6037,4
6039,4
6041,4
6043,4
6045,4
6047,4
6049,4
6051,4
6053,4
6055,4
6057,4
6059,4
6061,4
6063,4
6065,4
6067,4
6069,4
6071,4
6073,4
6075,4
6077,4
6079,4
6081,4
6083,4
6085,4
6087,4
6089,4
6091,4
6093,4
6095,4
6097,4
6099,4
6101,4
6103,4
6105,4
6107,4
6109,4
6111,4
6113,4
6115,4
8001,5
8003,5
8005,5
8007,5
8009,5
8011,5
8013,5
8014,5
8015,5
8017,5
8019,5
8021,5
8023,5
8025,5
8027,5
8029,5
8031,5
8033,5
8035,5
8037,5
8039,5
8041,5
8043,5
8045,5
8047,5
8049,5
8051,5
8053,5
8055,5
8057,5
8059,5
8061,5
8063,5
8065,5
8067,5
8069,5
8071,5
8073,5
8075,5
8077,5
8079,5
8081,5
8083,5
8085,5
8087,5
8089,5
8091,5
8093,5
8095,5
8097,5
8099,5
8101,5
8103,5
8105,5
8107,5
8109,5
8111,5
8113,5
8115,5
8117,5
8119,5
8121,5
8123,5
8125,5
9001,6
9003,6
9005,6
9007,6
9009,6
9011,6
9013,6
9015,6
10001,7
10003,7
10005,7
12001,8
12003,8
12005,8
12007,8
12009,8
12011,8
12013,8
12015,8
12017,8
12019,8
12021,8
12023,8
12027,8
12029,8
12031,8
12033,8
12035,8
12037,8
12039,8
12041,8
12043,8
12045,8
12047,8
12049,8
12051,8
12053,8
12055,8
12057,8
12059,8
12061,8
12063,8
12065,8
12067,8
12069,8
12071,8
12073,8
12075,8
12077,8
12079,8
12081,8
12083,8
12085,8
12086,8
12087,8
12089,8
12091,8
12093,8
12095,8
12097,8
12099,8
12101,8
12103,8
12105,8
12107,8
12109,8
12111,8
12113,8
12115,8
12117,8
12119,8
12121,8
12123,8
12125,8
12127,8
12129,8
12131,8
12133,8
13001,9
13003,9
13005,9
13007,9
13009,9
13011,9
13013,9
13015,9
13017,9
13019,9
13021,9
13023,9
13025,9
13027,9
13029,9
13031,9
13033,9
13035,9
13037,9
13039,9
13043,9
13045,9
13047,9
13049,9
13051,9
13053,9
13055,9
13057,9
13059,9
13061,9
13063,9
13065,9
13067,9
13069,9
13071,9
13073,9
13075,9
13077,9
13079,9
13081,9
13083,9
13085,9
13087,9
13089,9
13091,9
13093,9
13095,9
13097,9
13099,9
13101,9
13103,9
13105,9
13107,9
13109,9
13111,9
13113,9
13115,9
13117,9
13119,9
13121,9
13123,9
13125,9
13127,9
13129,9
13131,9
13133,9
13135,9
13137,9
13139,9
13141,9
13143,9
13145,9
13147,9
13149,9
13151,9
13153,9
13155,9
13157,9
13159,9
13161,9
13163,9
13165,9
13167,9
13169,9
13171,9
13173,9
13175,9
13177,9
13179,9
13181,9
13183,9
13185,9
13187,9
13189,9
13191,9
13193,9
13195,9
13197,9
13199,9
13201,9
13205,9
13207,9
13209,9
13211,9
13213,9
13215,9
13217,9
13219,9
13221,9
13223,9
13225,9
13227,9
13229,9
13231,9
13233,9
13235,9
13237,9
13239,9
13241,9
13243,9
13245,9
13247,9
13249,9
13251,9
13253,9
13255,9
13257,9
13259,9
13261,9
13263,9
13265,9
13267,9
13269,9
13271,9
13273,9
13275,9
13277,9
13279,9
13281,9
13283,9
13285,9
13287,9
13289,9
13291,9
13293,9
13295,9
13297,9
13299,9
13301,9
13303,9
13305,9
13307,9
13309,9
13311,9
13313,9
13315,9
13317,9
13319,9
13321,9
16001,10
16003,10
16005,10
16007,10
16009,10
16011,10
16013,10
16015,10
16017,10
16019,10
16021,10
16023,10
16025,10
16027,10
16029,10
16031,10
16033,10
16035,10
16037,10
16039,10
16041,10
16043,10
16045,10
16047,10
16049,10
16051,10
16053,10
16055,10
16057,10
16059,10
16061,10
16063,10
16065,10
16067,10
16069,10
16071,10
16073,10
16075,10
16077,10
16079,10
16081,10
16083,10
16085,10
16087,10
17001,11
17003,11
17005,11
17007,11
17009,11
17011,11
17013,11
17015,11
17017,11
17019,11
17021,11
17023,11
17025,11
17027,11
17029,11
17031,11
17033,11
17035,11
17037,11
17039,11
17041,11
17043,11
17045,11
17047,11
17049,11
17051,11
17053,11
17055,11
17057,11
